start_time,end_time,lyric,vocal1,vocal2,duration,song_name,song_year
"00:02:23,940","00:02:25,140",geureoni han beon deo,Momo,,1.2,More&More,2020
"00:02:25,068","00:02:28,446",naneun weonhaneunde,Mina,,3.378,ICantStopMe,2020
"00:02:25,577","00:02:26,376",I want you to,Sana,,0.799,CryForMe,2020
"00:02:26,376","00:02:27,242",I want you to,Sana,,0.866,CryForMe,2020
"00:02:27,242","00:02:28,094",I want you to,Sana,,0.852,CryForMe,2020
"00:02:28,094","00:02:29,646",Cry for me,Sana,,1.552,CryForMe,2020
"00:02:28,446","00:02:31,364",weonhaneun ge andwae,Sana,,2.918,ICantStopMe,2020
"00:02:29,646","00:02:32,974",Love is so toxic,Mina,,3.328,CryForMe,2020
"00:02:31,364","00:02:33,699",Guilty nan shireunde,Tzuyu,,2.335,ICantStopMe,2020
"00:02:32,974","00:02:36,290",It makes hatred melt away,Mina,,3.316,CryForMe,2020
"00:02:33,699","00:02:37,712","I can’t stop me, can’t stop me, can’t stop me",Nayeon,,4.013,ICantStopMe,2020
"00:02:36,290","00:02:43,088",I want you again by my side yeah yeah,Tzuyu,,6.798,CryForMe,2020
"00:02:37,712","00:02:40,896",nareul gamshihaneun jeo Spot spot spotlight,Jeongyeon,Nayeon,3.184,ICantStopMe,2020
"00:02:40,896","00:02:44,100",bichulsurok eodum sogeuro ppallyeo deureo,Jeongyeon,Nayeon,3.204,ICantStopMe,2020
"00:02:43,088","00:02:46,378","I want you to cry, cry for me",Nayeon,,3.29,CryForMe,2020
"00:02:43,760","00:02:45,900",nan weollae yokshimjaengi mollattamyeon mian,Dahyun,,2.14,More&More,2020
"00:02:44,100","00:02:47,121",kkeuchi boineunde I know it’s not right,Jeongyeon,Nayeon,3.021,ICantStopMe,2020
"00:02:46,280","00:02:48,320",sagwaneun miri halge Cuz I want you more more,Dahyun,,2.04,More&More,2020
"00:02:46,378","00:02:49,684",neo yeongirado hae ppalli Cry for me,Nayeon,,3.306,CryForMe,2020
"00:02:47,121","00:02:50,326","I can’t stop me, can’t stop me",Chaeyoung,,3.205,ICantStopMe,2020
"00:02:48,500","00:02:52,780",uigyeoneun piryo eopseo humchil geoya ne mam naege hollige dwelgeol You can’t say no no,Dahyun,,4.28,More&More,2020
"00:02:49,684","00:02:52,010",Make your rain fall,Nayeon,,2.326,CryForMe,2020
"00:02:50,326","00:02:53,544",nae ape nohyeojin i Red red red line,Nayeon,Jihyo,3.218,ICantStopMe,2020
"00:02:52,010","00:02:56,266",fall and fall now yeah,Nayeon,,4.256,CryForMe,2020
"00:02:53,140","00:02:57,160",nan dodukgoyangi oneulmaneun neol kkok jabeureo wasseunikka ttak gidaryeo neo,Chaeyoung,,4.02,More&More,2020
"00:02:53,544","00:02:57,106",geonneopyeonye neowa nan imi nuneul matchweo,Nayeon,Jihyo,3.562,ICantStopMe,2020
"00:02:56,266","00:02:59,473","I want you to cry, cry for me",Jeongyeon,Nayeon,3.207,CryForMe,2020
"00:02:57,106","00:03:00,094",neukkigo shipeo jjarithan Highlight,Nayeon,Jihyo,2.988,ICantStopMe,2020
"00:02:57,420","00:02:59,560",meolli gaji malgo dashi naege Come come,Chaeyoung,,2.14,More&More,2020
"00:02:59,473","00:03:02,911","Just like I cried, Cry for me",Jeongyeon,Nayeon,3.438,CryForMe,2020
"00:03:00,040","00:03:01,320",Yeah han beon deo,Nayeon,,1.28,More&More,2020
"00:03:00,094","00:03:03,197","I can’t stop me, can’t stop me",Sana,,3.103,ICantStopMe,2020
"00:03:02,911","00:03:04,516",Make your rain fall,Jeongyeon,,1.605,CryForMe,2020
"00:03:04,280","00:03:05,800",meomchujireul mothae ,Dahyun,Nayeon,1.52,More&More,2020
"00:03:04,516","00:03:07,698",Cry for me but,Jeongyeon,Mina,3.182,CryForMe,2020
"00:03:07,698","00:03:08,658",Again,Jeongyeon,Mina,0.96,CryForMe,2020
"00:03:08,658","00:03:11,626",Little by little I fall for you,Jihyo,Mina,2.968,CryForMe,2020
"00:03:08,840","00:03:10,040",geureoni han beon deo ,Tzuyu,Nayeon,1.2,More&More,2020
"00:03:11,626","00:03:15,281",Love makes my mind give way,Jihyo,Mina,3.655,CryForMe,2020
"00:03:13,013","00:03:16,065","I can’t stop me, can’t stop me",Tzuyu,,3.052,ICantStopMe,2020
"00:03:13,220","00:03:15,220",meomchugiga shireo ,Mina,Nayeon,2.0,More&More,2020
"00:03:15,281","00:03:18,572",And I keep making reasons to forgive,Jihyo,Dahyun,3.291,CryForMe,2020
"00:03:17,740","00:03:19,080",geureoni han beon deo ,Nayeon,,1.34,More&More,2020
"00:03:18,572","00:03:19,360",I want you to,Chaeyoung,,0.788,CryForMe,2020
"00:03:19,360","00:03:20,147",I want you to,Chaeyoung,,0.787,CryForMe,2020
"00:03:20,147","00:03:21,046",I want you to,Chaeyoung,,0.899,CryForMe,2020
"00:03:21,046","00:03:23,046",Die for me,Chaeyoung,,2.0,CryForMe,2020
"00:00:02,500","00:00:03,750",yeah,Jihyo,,1.25,Scientist,2021
"00:00:05,150","00:00:07,043",wae jakku nal yeonguhae,Mina,,1.893,Scientist,2021
"00:00:07,043","00:00:09,859",ainshutaindo anigo,Mina,,2.816,Scientist,2021
"00:00:08,896","00:00:13,884",neowa isseul ttaen naege,Nayeon,,4.988,AlcoholFree,2021
"00:00:09,859","00:00:11,269",wae geureoke gageul jae,Jeongyeon,,1.41,Scientist,2021
"00:00:11,269","00:00:13,775","Sine, cosine-do anigo",Jeongyeon,,2.506,Scientist,2021
"00:00:13,775","00:00:15,366",milgo danggineun ge,Chaeyoung,,1.591,Scientist,2021
"00:00:13,884","00:00:18,836",shingihan byeonhwaga inneunde,Nayeon,,4.952,AlcoholFree,2021
"00:00:15,366","00:00:18,269",nae seutaireun deo anigo,Jeongyeon,,2.903,Scientist,2021
"00:00:18,269","00:00:19,660",araboda mal geomyeon,Chaeyoung,,1.391,Scientist,2021
"00:00:18,836","00:00:23,801",jakku miso jitge dwae,Mina,,4.965,AlcoholFree,2021
"00:00:19,660","00:00:21,964",nune balpijina ma jom jebal,Chaeyoung,,2.304,Scientist,2021
"00:00:21,964","00:00:27,127",neon saenggagi mana munjeya munje,Sana,,5.163,Scientist,2021
"00:00:23,801","00:00:28,752",amu ildo eomneunde,Mina,,4.951,AlcoholFree,2021
"00:00:27,127","00:00:31,392",meorissogman deuryeodabomyeon mweo hae,Sana,,4.265,Scientist,2021
"00:00:28,752","00:00:31,180",jakku mabeope geollyeo,Chaeyoung,,2.428,AlcoholFree,2021
"00:00:31,180","00:00:33,726",bameul saeweodo an jollyeo,Chaeyoung,,2.546,AlcoholFree,2021
"00:00:31,392","00:00:35,578",gak jael shigane dap nael shigane,Tzuyu,,4.186,Scientist,2021
"00:00:33,726","00:00:36,149",dareun saenggak jiweojyeo,Jihyo,,2.423,AlcoholFree,2021
"00:00:35,578","00:00:38,246",Better make a move,Tzuyu,,2.668,Scientist,2021
"00:00:36,149","00:00:38,675",shimjang sorineun keojyeo,Jihyo,,2.526,AlcoholFree,2021
"00:00:38,246","00:00:39,955",Love aint a science,Nayeon,,1.709,Scientist,2021
"00:00:38,675","00:00:41,045",sarangi cham shwiweojyeo,Jeongyeon,,2.37,AlcoholFree,2021
"00:00:39,955","00:00:42,041",Dont need no license,Nayeon,,2.086,Scientist,2021
"00:00:41,045","00:00:47,028",geuraeseo ppajigo ppajyeo jeomjeom neoege,Jeongyeon,,5.983,AlcoholFree,2021
"00:00:42,041","00:00:46,264",meori ssamaego gominhalsurok Minus,Nayeon,,4.223,Scientist,2021
"00:00:46,264","00:00:48,522",Dont try to be a genius,Jihyo,,2.258,Scientist,2021
"00:00:47,028","00:00:48,604",That's what you do to me,Momo,,1.576,AlcoholFree,2021
"00:00:48,522","00:00:50,693",Why so serious?,Jihyo,,2.171,Scientist,2021
"00:00:48,604","00:00:53,597",naneun Alcohol free geunde chwihae,Nayeon,,4.993,AlcoholFree,2021
"00:00:50,693","00:00:52,795",mami ganeun daero,Jihyo,,2.102,Scientist,2021
"00:00:52,795","00:00:56,570","mami shikin daero What u, what u waiting for?",Jihyo,,3.775,Scientist,2021
"00:00:53,597","00:00:58,496",mashin ge hanado eomneunde,Nayeon,,4.899,AlcoholFree,2021
"00:00:56,570","00:00:57,977",geurae mweol aranaesseo?,Mina,,1.407,Scientist,2021
"00:00:57,977","00:01:00,798",geudongan naye daehae,Mina,,2.821,Scientist,2021
"00:00:58,496","00:01:03,411",neowa isseul ttaemada irae,Tzuyu,,4.915,AlcoholFree,2021
"00:01:00,798","00:01:02,175",daeum gwamogeun mweoya?,Momo,,1.377,Scientist,2021
"00:01:02,175","00:01:05,013","So whats the next class, then?",Momo,,2.838,Scientist,2021
"00:01:03,411","00:01:08,344",nal boneun ne nunbit ttaemune,Tzuyu,,4.933,AlcoholFree,2021
"00:01:05,013","00:01:09,262",baengal yeonguhaebwatja ireon shigimyeon Failure,Mina,,4.249,Scientist,2021
"00:01:08,344","00:01:11,889","neoneun nuneuro mashineun nae Champagne, nae Wine",Sana,,3.545,AlcoholFree,2021
"00:01:09,262","00:01:10,757",bun danwiro bakkwieodaeneun,Momo,,1.495,Scientist,2021
"00:01:10,757","00:01:13,041",nae mameun mot pureonaelgeol,Momo,,2.284,Scientist,2021
"00:01:11,889","00:01:14,446","nae Tequila, margarita",Sana,,2.557,AlcoholFree,2021
"00:01:13,041","00:01:17,988",neon saenggagi mana munjeya munje,Jeongyeon,,4.947,Scientist,2021
"00:01:14,446","00:01:16,742",Mojito with lime,Momo,,2.296,AlcoholFree,2021
"00:01:16,742","00:01:19,418","Sweet mimosa, pina colada",Momo,,2.676,AlcoholFree,2021
"00:01:17,988","00:01:22,281",meorissogman deuryeodabomyeon mweo hae,Jeongyeon,,4.293,Scientist,2021
"00:01:19,418","00:01:24,395",I'm drunk in you,Jihyo,,4.977,AlcoholFree,2021
"00:01:22,281","00:01:26,494",gak jael shigane dap nael shigane,Dahyun,,4.213,Scientist,2021
"00:01:24,395","00:01:28,134",I'm drunk in you,Jihyo,,3.739,AlcoholFree,2021
"00:01:26,494","00:01:29,151",Better make a move,Dahyun,,2.657,Scientist,2021
"00:01:28,134","00:01:33,027",neoneun jeongmal teukbyeolhae,Dahyun,,4.893,AlcoholFree,2021
"00:01:29,151","00:01:30,826",Love aint a science,Jihyo,,1.675,Scientist,2021
"00:01:30,826","00:01:32,985",Dont need no license,Jihyo,,2.159,Scientist,2021
"00:01:32,985","00:01:37,113",meori ssamaego gominhalsurok Minus,Jihyo,,4.128,Scientist,2021
"00:01:33,027","00:01:38,055",jeonhyeo dokhaji aneunde,Dahyun,,5.028,AlcoholFree,2021
"00:01:37,113","00:01:39,482",Dont try to be a genius,Tzuyu,,2.369,Scientist,2021
"00:01:38,055","00:01:42,994",naje byeoli tteuge hae,Jihyo,,4.939,AlcoholFree,2021
"00:01:39,482","00:01:41,645",Why so serious?,Tzuyu,,2.163,Scientist,2021
"00:01:41,645","00:01:43,748",mami ganeun daero,Tzuyu,,2.103,Scientist,2021
"00:01:42,994","00:01:47,939",han mogeum mashyeonneunde,Jihyo,,4.945,AlcoholFree,2021
"00:01:43,748","00:01:47,739","mami shikin daero What u, what u waiting for?",Tzuyu,,3.991,Scientist,2021
"00:01:47,739","00:01:49,821",You got a crush on me,Dahyun,,2.082,Scientist,2021
"00:01:47,939","00:01:50,472",jakku mabeope geollyeo,Nayeon,,2.533,AlcoholFree,2021
"00:01:49,821","00:01:51,478",You're gonna fall for me,Dahyun,,1.657,Scientist,2021
"00:01:50,472","00:01:52,923",bameul saeweodo an jollyeo,Nayeon,,2.451,AlcoholFree,2021
"00:01:51,478","00:01:53,713","sarang apeseo ironi museun soyong,",Dahyun,,2.235,Scientist,2021
"00:01:52,923","00:01:55,306",dareun saenggak jiweojyeo,Jeongyeon,,2.383,AlcoholFree,2021
"00:01:53,713","00:01:55,289",Its all useless(Uh-huh),Dahyun,,1.576,Scientist,2021
"00:01:55,289","00:01:57,420",iron ppasakan Genius ainshutain,Chaeyoung,,2.131,Scientist,2021
"00:01:55,306","00:01:57,780",shimjang sorineun keojyeo,Jeongyeon,,2.474,AlcoholFree,2021
"00:01:57,420","00:01:59,654",bodan buldojeo Curious Frankenstein,Chaeyoung,,2.234,Scientist,2021
"00:01:57,780","00:02:00,131",sarangi cham shwiweojyeo,Tzuyu,,2.351,AlcoholFree,2021
"00:01:59,654","00:02:01,769",cheoreom doljinhae seotunde meotjine,Chaeyoung,,2.115,Scientist,2021
"00:02:00,131","00:02:06,116",geuraeseo ppajigo ppajyeo jeomjeom neoege,Tzuyu,,5.985,AlcoholFree,2021
"00:02:01,769","00:02:02,881","geochimeopshi, sege Rush",Chaeyoung,,1.112,Scientist,2021
"00:02:02,881","00:02:03,975",Got a crush on me,Chaeyoung,,1.094,Scientist,2021
"00:02:03,975","00:02:08,180",dabi eopseo jaemiinneun geol neon wae molla,Momo,,4.205,Scientist,2021
"00:02:06,116","00:02:07,706",That's what you do to me,Mina,,1.59,AlcoholFree,2021
"00:02:07,706","00:02:12,731",naneun Alcohol free geunde chwihae,Sana,,5.025,AlcoholFree,2021
"00:02:08,180","00:02:12,488",dabeul molla seolleyeotteon geol neon wae molla,Momo,,4.308,Scientist,2021
"00:02:12,488","00:02:16,749",nasa hana ppajin geotcheoreom saranghaja,Jeongyeon,Nayeon,4.261,Scientist,2021
"00:02:12,731","00:02:17,630",mashin ge hanado eomneunde,Sana,,4.899,AlcoholFree,2021
"00:02:16,749","00:02:20,286",ttak hanaman aneun babo dwen geotcheoreom,Jeongyeon,,3.537,Scientist,2021
"00:02:17,630","00:02:22,606",neowa isseul ttaemada irae,Jihyo,,4.976,AlcoholFree,2021
"00:02:20,286","00:02:22,519","Love ain't a science, uhm-uhm",Mina,,2.233,Scientist,2021
"00:02:22,519","00:02:24,476","Need no license, uhm-uhm",Mina,,1.957,Scientist,2021
"00:02:22,606","00:02:27,988",nal boneun ne nunbit ttaemune,Jihyo,,5.382,AlcoholFree,2021
"00:02:24,476","00:02:26,445",yeonguhae About me bout me,Nayeon,,1.969,Scientist,2021
"00:02:26,445","00:02:28,388",chungbunhi You know bout me,Nayeon,,1.943,Scientist,2021
"00:02:27,988","00:02:30,500",Alcohol dosuneun wanjeon 0.0%,Dahyun,,2.512,AlcoholFree,2021
"00:02:28,388","00:02:30,903","Love ain't a science, uhm-uhm",Sana,,2.515,Scientist,2021
"00:02:30,500","00:02:33,027",geunde mashil ttaemada jakku gireul ireo,Dahyun,,2.527,AlcoholFree,2021
"00:02:30,903","00:02:33,264","Need no license, uhm-uhm",Sana,,2.361,Scientist,2021
"00:02:33,027","00:02:35,436",jago ileonado kkaejiga ana,Dahyun,,2.409,AlcoholFree,2021
"00:02:33,264","00:02:37,245","malhaetjana What u, what u, what u waiting for?",Chaeyoung,,3.981,Scientist,2021
"00:02:35,436","00:02:37,715",geunde i gibun shiljiga ana,Dahyun,,2.279,AlcoholFree,2021
"00:02:37,245","00:02:39,026",Love aint a science,Nayeon,,1.781,Scientist,2021
"00:02:37,715","00:02:40,159",Easy to the mouth and tummy,Chaeyoung,,2.444,AlcoholFree,2021
"00:02:39,026","00:02:41,010",Dont need no license,Nayeon,,1.984,Scientist,2021
"00:02:40,159","00:02:42,654",Like a drink made of honey,Chaeyoung,,2.495,AlcoholFree,2021
"00:02:41,010","00:02:45,305",meori ssamaego gominhalsurok Minus,Nayeon,,4.295,Scientist,2021
"00:02:42,654","00:02:45,160",i sul ireumeun dodaeche mweoni,Chaeyoung,,2.506,AlcoholFree,2021
"00:02:45,160","00:02:47,331",Makes the whole world bright and sunny,Chaeyoung,,2.171,AlcoholFree,2021
"00:02:45,305","00:02:47,554",Dont try to be a genius,Jihyo,,2.249,Scientist,2021
"00:02:47,331","00:02:52,273",naneun Alcohol free geunde chwihae,Nayeon,,4.942,AlcoholFree,2021
"00:02:47,554","00:02:49,959",Why so serious?,Jihyo,,2.405,Scientist,2021
"00:02:49,959","00:02:51,855",mami ganeun daero,Jihyo,,1.896,Scientist,2021
"00:02:51,855","00:02:55,407","mami shikin daero What u, what u waiting for?",Jihyo,,3.552,Scientist,2021
"00:02:52,273","00:02:57,223",mashin ge hanado eomneunde,Nayeon,,4.95,AlcoholFree,2021
"00:02:57,223","00:03:02,159",neowa isseul ttaemada irae,Tzuyu,,4.936,AlcoholFree,2021
"00:03:02,159","00:03:07,073",nal boneun ne nunbit ttaemune,Tzuyu,,4.914,AlcoholFree,2021
"00:03:03,000","00:03:04,000",you better move,Nayeon,,1.0,Scientist,2021
"00:03:06,000","00:03:07,500",What u waiting,Nayeon,,1.5,Scientist,2021
"00:03:07,073","00:03:10,887","neoneun nuneuro mashineun nae Champagne, nae Wine",Sana,,3.814,AlcoholFree,2021
"00:03:07,500","00:03:09,000",What u waiting,Nayeon,,1.5,Scientist,2021
"00:03:10,887","00:03:13,223","nae Tequila, margarita",Sana,,2.336,AlcoholFree,2021
"00:03:13,223","00:03:15,678",Mojito with lime,Momo,,2.455,AlcoholFree,2021
"00:03:15,678","00:03:18,158","Sweet mimosa, pina colada",Momo,,2.48,AlcoholFree,2021
"00:03:18,158","00:03:23,039",I'm drunk in you,Mina,,4.881,AlcoholFree,2021
"00:03:23,039","00:03:26,239",I'm drunk in you,Mina,,3.2,AlcoholFree,2021
"00:00:09,584","00:00:11,659",nal boneun Eyes sshik unneun Lips,Nayeon,,2.075,TalkThatTalk,2022
"00:00:11,659","00:00:13,559",mame deulji I like it,Nayeon,Chaeyoung,1.9,TalkThatTalk,2022
"00:00:13,559","00:00:16,325",ne A to Z kkwae dalkomhae,Nayeon,Chaeyoung,2.766,TalkThatTalk,2022
"00:00:16,325","00:00:18,188",But I wanna skip,Tzuyu,Momo,1.863,TalkThatTalk,2022
"00:00:18,188","00:00:20,297",deo gyeoljeongjeogin Thing,Tzuyu,Momo,2.109,TalkThatTalk,2022
"00:00:20,297","00:00:23,081",bolloneul weonhae bingbing dollin,Mina,,2.784,TalkThatTalk,2022
"00:00:23,081","00:00:25,536",seoron ttawi malgo,Mina,,2.455,TalkThatTalk,2022
"00:00:25,536","00:00:27,385",deo deo deo deo deo deo boyeojweo,Sana,,1.849,TalkThatTalk,2022
"00:00:27,385","00:00:29,430",neo neo neo neo neo neol allyeojweo,Sana,,2.045,TalkThatTalk,2022
"00:00:29,430","00:00:31,351",jigeum nan Need some hints,Dahyun,,1.921,TalkThatTalk,2022
"00:00:31,351","00:00:33,569",chaeugo isseo neoran Crosswords,Dahyun,,2.218,TalkThatTalk,2022
"00:00:33,569","00:00:35,386","Beep beep beep beep beep, the time is up",Chaeyoung,,1.817,TalkThatTalk,2022
"00:00:35,386","00:00:37,776",nan imi al geot gajjiman,Chaeyoung,,2.39,TalkThatTalk,2022
"00:00:37,776","00:00:40,707",ne moksoriro baro deutgo shibeunde,Momo,,2.931,TalkThatTalk,2022
"00:00:40,707","00:00:44,500",Baby nae dabeun ppeonhajana YES or YES,Tzuyu,,3.793,TalkThatTalk,2022
"00:00:44,500","00:00:49,289",milgeona danggineun gwaenhan shigan nangbineun shireuni,Tzuyu,,4.789,TalkThatTalk,2022
"00:00:49,289","00:00:53,253",gwagamhage Say it now weonhae 1 to 10,Jeongyeon,,3.964,TalkThatTalk,2022
"00:00:53,253","00:00:55,772",shijakhaebolkka Right now,Jeongyeon,,2.519,TalkThatTalk,2022
"00:00:55,772","00:00:57,798",Tell me what you want,Jihyo,,2.026,TalkThatTalk,2022
"00:00:57,798","00:00:59,775",Tell me what you need,Jihyo,,1.977,TalkThatTalk,2022
"00:00:59,775","00:01:01,536",A to Z da malhaebwa,Jihyo,,1.761,TalkThatTalk,2022
"00:01:01,536","00:01:03,710",But shijageun ireoke hae,Jihyo,,2.174,TalkThatTalk,2022
"00:01:03,710","00:01:06,551",Talk that talk ttak han madi,Sana,,2.841,TalkThatTalk,2022
"00:01:06,551","00:01:08,524",Talk that talk L-O-V-E,Sana,,1.973,TalkThatTalk,2022
"00:01:08,524","00:01:09,995",deullyeojweo Ooh,Sana,,1.471,TalkThatTalk,2022
"00:01:09,995","00:01:12,282",Now now now now now yeah,Jihyo,,2.287,TalkThatTalk,2022
"00:01:13,168","00:01:15,451",neoye nun Look look look,Chaeyoung,,2.283,TalkThatTalk,2022
"00:01:15,451","00:01:17,425",wiaraero Roll roll roll,Chaeyoung,,1.974,TalkThatTalk,2022
"00:01:17,425","00:01:19,048",ilkeotjana mweo picha,Momo,,1.623,TalkThatTalk,2022
"00:01:19,048","00:01:21,265",nunbit sai ogo ganeun mal,Momo,,2.217,TalkThatTalk,2022
"00:01:21,265","00:01:23,158","chageunchageun 1, 2, 3",Dahyun,,1.893,TalkThatTalk,2022
"00:01:23,158","00:01:25,287",deo chinjeolhage ABC(Like ABC),Dahyun,,2.129,TalkThatTalk,2022
"00:01:25,287","00:01:27,384",Dont stop and just replay replay,Dahyun,Nayeon,2.097,TalkThatTalk,2022
"00:01:28,994","00:01:31,569",Baby nal ango dalkomhage(dalkomhage),Mina,Jihyo,2.575,TalkThatTalk,2022
"00:01:31,569","00:01:32,570",Tell me now(Just tell me now),Mina,Jihyo,1.001,TalkThatTalk,2022
"00:01:32,570","00:01:37,252",ttaeroneun ppeonhan mari deo,Mina,,4.682,TalkThatTalk,2022
"00:01:37,252","00:01:39,593",Favorite part jigeumiya(Want it more),Jeongyeon,,2.341,TalkThatTalk,2022
"00:01:39,593","00:01:41,290",Now were almost there,Jeongyeon,,1.697,TalkThatTalk,2022
"00:01:41,290","00:01:43,727",shijakhaebolkka Right now,Jeongyeon,,2.437,TalkThatTalk,2022
"00:01:43,727","00:01:45,761",Tell me what you want,Jihyo,,2.034,TalkThatTalk,2022
"00:01:45,761","00:01:47,786",Tell me what you need,Jihyo,,2.025,TalkThatTalk,2022
"00:01:47,786","00:01:49,576",A to Z da malhaebwa,Jihyo,,1.79,TalkThatTalk,2022
"00:01:49,576","00:01:51,731",But shijageun ireoke hae,Jihyo,,2.155,TalkThatTalk,2022
"00:01:51,731","00:01:54,513",Talk that talk ttak han madi,Sana,,2.782,TalkThatTalk,2022
"00:01:54,513","00:01:56,543",Talk that talk L-O-V-E,Sana,,2.03,TalkThatTalk,2022
"00:01:56,543","00:01:57,960",deullyeojweo Ooh,Sana,,1.417,TalkThatTalk,2022
"00:01:57,960","00:02:01,791",Now now now now now yeah,Nayeon,,3.831,TalkThatTalk,2022
"00:02:01,791","00:02:05,759",dansunhan Words saranghandaneun mal,Mina,,3.968,TalkThatTalk,2022
"00:02:05,759","00:02:09,842",geuge daya nan kkumimeopshi deutgil weonhaji,Jihyo,,4.083,TalkThatTalk,2022
"00:02:09,842","00:02:13,647",miruji ana neoege dagaga,Chaeyoung,,3.805,TalkThatTalk,2022
"00:02:13,647","00:02:15,222",nan shimpeulhage,Nayeon,,1.575,TalkThatTalk,2022
"00:02:15,222","00:02:17,851",da malhalge I love you,Nayeon,,2.629,TalkThatTalk,2022
"00:02:17,851","00:02:19,854",Tell me what you want,Nayeon,,2.003,TalkThatTalk,2022
"00:02:19,854","00:02:21,800",Tell me what you need,Nayeon,,1.946,TalkThatTalk,2022
"00:02:21,800","00:02:23,561",A to Z da johjiman,Jihyo,,1.761,TalkThatTalk,2022
"00:02:23,561","00:02:25,806",nan i mari jeil joeunde,Jihyo,,2.245,TalkThatTalk,2022
"00:02:25,806","00:02:28,532",Talk that talk ttak han madi,Dahyun,,2.726,TalkThatTalk,2022
"00:02:28,532","00:02:30,002",Talk that talk L-O-V-E,Dahyun,,1.47,TalkThatTalk,2022
"00:02:30,002","00:02:32,083",Oh yeah it sounds so good,Momo,,2.081,TalkThatTalk,2022
"00:02:32,083","00:02:33,829",deo ppajyeodeureo puk,Momo,,1.746,TalkThatTalk,2022
"00:02:33,829","00:02:35,791",Tell me what you want,Nayeon,,1.962,TalkThatTalk,2022
"00:02:35,791","00:02:37,762",Tell me what you need,Nayeon,,1.971,TalkThatTalk,2022
"00:02:37,762","00:02:39,787",han beon deo haejweo,Jeongyeon,,2.025,TalkThatTalk,2022
"00:02:39,787","00:02:41,790",geurae banggeum geu mal,Jeongyeon,,2.003,TalkThatTalk,2022
"00:02:41,790","00:02:44,500",Talk that talk ttak han madi,Tzuyu,,2.71,TalkThatTalk,2022
"00:02:44,500","00:02:46,569",Talk that talk L-O-V-E,Tzuyu,,2.069,TalkThatTalk,2022
"00:02:46,569","00:02:48,011",deullyeojweo Ooh,Nayeon,,1.442,TalkThatTalk,2022
"00:02:48,011","00:02:51,285",Now now now now now yeah,Nayeon,,3.274,TalkThatTalk,2022
